,date,Comment,Sentiment_b,longitude,latitude
19672,2015-09-01 06:23:12,"Ms. Clinton needs to a new slogan: ""It's Time!""  With that, she will win.",1.0,-76.7902,39.0724
24430,2015-09-01 06:48:49,"Or the title of this piece could be Hillary Clinton, the Democratic Leadership's Great Mistake.Every time she announces an endorsement, I wonder what was the payoff.",1.0,-77.0262,38.8964
131,2015-09-01 07:09:12,"Interesting. A whole column on Hillary Clinton's deficiencies, ""scandals"", and poll numbers, and not one word about her stance on substantive issues.",1.0,-81.717,27.8333
16709,2015-09-01 07:20:15,"Mr. Brooks, how can  man of your obvious intelligence continue to hew to the Republican Party line.  In recounting Ms. Clinton's supposed inadequacies you trumpet  ""the high-minded earnestness of the Adlai Stevenson campaigns, the futuristic aspiration of the John Kennedy campaign, the grand ambition of the Lyndon Johnson campaign, the new generation emotionality of Bill Clinton’s campaign or the uplifting hopefulness of the Barack Obama campaign.""  The Republicans can point to nothing like this list regarding its post-War candidates.  I am not a Hillary fan, but Mr. Brooks must surely concede that she is in another league compared to the Republican clowns.",1.0,-93.9196,45.7326
17943,2015-09-01 07:37:26,"It's interesting that criticism of Mrs. Clinton has often revolved around how she should present herself, her image and her story.Yet she is arguably the most intelligent, the most prepared, the most experienced; the toughest, savviest, and smartest candidate for President of the United States.What area of international or national affairs has she not fought or lead in? Compare her knowledge of health care, foreign policy and human rights to say, Donald Trump or Mike Huckabee.  She lived in the Clinton White House for eight years. She laughed in its triumphs and glories and cried in its humiliations and tragedies. Yes, she seems tired, beaten down, exhausted at times. She can be in defensive mode and have bags under eyes. Her emails provide a glimpse into the banality of daily communications. But she is more than those digitally created one liners.The project of her life is the future of the United States and its place in shaping the world.    Give her some credit for the enormity and profundity of her ambition and vision. She is more than her email. She is a woman who can and will be our next President.",1.0,-119.7462,36.17
17212,2015-09-01 07:46:18,"For once, I agree with you, Mr. Brooks.  As a long-time democrat, I find that Hillary does not inspire.  And I, for one, am sick and tired of the Clintons, and even worse, the Bushes.  Go Bernie!",0.0,-97.6475,31.105999999999998
13256,2015-09-01 08:06:56,"Many of the polls that show Sanders closing also include Joe Biden in the race.Biden is not a candidate, although he would clearly pull support from Hillary and not from Sanders.So, so much for polls.What is surprising is that no pundit, liberal or conservative, has yet to name a SINGLE issue where there is a dime's bit of difference between Hillary, Biden or the President.Conservatives are dusting off the 1992 Clinton playbook and are trying to set the frame on her early, providing THEORIES of some crime she's committed regarding the emails (like the killing of Vince Foster a generation ago) and stating it as fact.The MSM, not wanting to be accused by the conservative media of liberal bias, will go so far as report falsely the facts of this matter.Conservatives also know they can get into the heads of liberals very easily because liberals do not have the ability to stick with an issue or a candidate for more than about 3 weeks, so today we hear from many liberals almost verbatim the same lies and distortions pedaled by conservatives.Hillary is a fighter.   She adheres closely to the winning tactic of letting no charge go unanswered.  All that is needed for Democrats to win in 2016 is to stop acting like Republicans.  ",1.0,-111.3877,33.7712
13479,2015-09-01 08:19:02,"Scandals which include ""Whitewater and the Rose Law Firm records straight through to Benghazi and the email server?""  these are not scandals- they are ginned up phony arguments from the crackpot wing of the Republican Party.  And this ""wing"" appears more and more to be larger than the rest of the party.  These are the rumblings of a party whose members think Obama is a Muslim, wasn't born in the U.S, evolution and global warming are hoaxes, et al.  Whatever her shortcomings, Hilary Clinton is just a high I.Q. politician trying to compete in an environment dominated by ignorant bigots. ",1.0,-77.264,40.5773
17940,2015-09-01 09:21:47,"It is a wonder that Ms. Clinton still continues to aspire to political office considering the accusations that the right-wing has been flinging at her lo these many years. It is also a wonder that those spending-hating republicans keep spending tax payers money to fund investigations that lead nowhere. The republican strategy of repeating lies until they are believed may be self-defeating. The boys who cried ""wolf"" (or Benghazi, if you will) have lost so much credibility I think they have sunk into deficit territory. ",1.0,-119.7462,36.17
20809,2015-09-01 10:44:22,"I'll admit I did not read this article. I stopped at ""even among women"" - how condescending can you be, Mr. Brooks? Most of the women I know are offended by Hillary Clinton, and believe that Bernie Sanders is the real feminist candidate. Stop fanning the flames of identity politics and start promoting a sense of community. Then maybe the country will be able to pull itself out of this downward spiral before it's too late.",1.0,-72.7093,44.0407
24099,2015-09-01 10:49:24,"Sometimes bad summers happen to bad people.  Hillary Clinton has a Neo-Nixon paranoid and narcissistic personality, which makes her naturally defensive, remote, combative, and cold, as it did President Richard Nixon.  That is who she is, and that only plays well and naturally on defense, as was true of Nixon.And, to shamelessly borrow from Churchill, she has much to be defensive about.  She so badly botched healthcare reform in the early 90s that it took better than sixteen years for us to finally see healthcare reform.  During her career in the Senate, she so assiduously represented the interests of wealth and power, particularly Wall Street wealth and power, that she and Sen. Schumer were rightly known, by those opposing those interests, as the Senators, not from New York, but from Wall Street.  At the very least, she made decisions or at least put people in place who made decisions on the security of our mission in Benghazi that got Ambassador Stevens and two others killed, an example of her hard decision making, which was hardest on others.  For one who touts her managerial acumen, her 2008 campaigned against President Obama was a study in mismanagement and President Clinton's nasty smears against then candidate Obama in the South.  And she crowns her achievements with placing classified material, including top-secret material, on an inadequate secured and unauthorized personal email server.That record can only inspire defense.",0.0,-82.7755,40.3736
24098,2015-09-01 10:50:10,"Hillary Clinton, the Great Defender (of the 1%)Bill and Hillary Clinton, the Great Incarcerators (of minorities)",1.0,-82.7755,40.3736
16708,2015-09-01 12:06:33,"Hillary Rodham Clinton. My God, what a pathetic soul, what a wasted life. Except people feel no pathos for her. Why do you suppose this is? Yet, her corrupt (husband) somehow remains largely unaffected. Their decades long American swindle may finally be ending. They did a pretty good job of fooling people, all the while enriching themselves, gorging on the corrupt spoils of government. The political process may be damaged beyond repair. Only outside help may provide respite.. ",0.0,-93.9196,45.7326
24097,2015-09-02 02:37:08,"Joe Biden is far from a a perfect candidate, but he has an affability that Hilary lacks. Joe would be a great dinner guest and friend, while Hilary is about exciting as wallpaper (or toilet paper).All of these candidates mirror society. Some are like good neighbors and friends, and some like Hilary live in cloistered and gated communities.  All have flaws, hidden or apparent, that most of us can see in our mirrors. Some flaws, like Joe's, are glaringly obvious. Hilary's flaws are more subtle, but no less disturbing.Yet somehow Joe seems more ""real"" than Hilary, more ""what you see is what you get"". Hilary is more of a disguised ""mystery box"", albeit fairly predictable.So run, Joe. You've got my vote!",1.0,-82.7755,40.3736
13255,2015-09-02 03:20:26,"The Anyone But Clinton (ABC) movement is afoot.  O'Malley is simply too little, too late and  Biden is a divide-and-conquer option.  But their meaning is is purposively  clear:  Clinton is the Democratic chosen one:   2007 Redux, without the imminent tanking of the economy from some really, really bad decisions like NAFTA and banking deregulation and war on a credit card.",0.0,-111.3877,33.7712
20094,2015-09-02 03:23:41,"I like Joe Biden but these days he's the relief pitcher warming up in the bullpen in case the establishment choice, Hillary Clinton, falters and the party faces the possibility that an old lefty from Brooklyn could run away with the nomination.  Despite his working man's demeanor, Biden's been on the wrong side of a lot of the issues that are driving the campaign this year.  I don't think he's going to take anyone away from Bernie but he could be the death blow to Clinton.",0.0,-74.5089,40.314
21910,2015-09-02 04:42:14,"Joe Biden is a good man, who wouldn't be thinking of running if not for the flaws of the Hilary campaign and the distrust of her, which is becoming the large issue. I have always been a Democrat, but even I feel that there is just some discomfort with Clinton. Maybe it's her sense of humor ""snap-chat"" that doesn't amuse me....I don't know exactly, but where are the other Democrats who could make her earn the nomination. I thought Gore might run.....why not? He has the experience and has already won the popular vote in a stolen presidential election.",1.0,-71.5653,43.4108
24094,2015-09-02 05:15:23,In a perfect world Bernie Sanders would be the ideal man to win the Presidency but in today's imperfect world Hillary Clinton would be the one. Her email scandal is much ado about nothing.Sometimes I wonder if so many Sander`s supporters are Republicans with only one agenda which is to defeat Hillary Clinton. No matter how good Mr. Sanders is he can not win too many odds are against him. And lovable Joe Biden`s time has passed.,1.0,-82.7755,40.3736
17926,2015-09-02 05:39:14,I would vote for Joe no matter what!!  He is certainly my favorite.  I do not like Clinton!,1.0,-119.7462,36.17
20088,2015-09-02 06:14:19,"Mr. Bruni is dead-on with his observation that a Biden run is not about Joe Biden, it is about the large number of people who support the Democrat's platform, but really do not like Hilary Clinton. I, and many others, like  Bernie Sanders, but consider him unelectable in the general election. So this is turning into yet one more election where we either vote for a candidate we do not support from the Party we agree with, or a candidate we may think would make a good president, but whose party's platform we dislike. Is it too much to hope for a least one election where we can whole-heartedly support both a candidate and a platform?",1.0,-74.5089,40.314
14636,2015-09-02 06:14:56,"Mr. Bruni is yet another Times journalist who is disparaging Joe Biden, and obviously favoring Hillary Clinton, mainly so she can be the first woman President. Hillary Clinton should stay out of the candidacy and be a good stay-at-home grandmother.",1.0,-74.9384,42.1497
16706,2015-09-02 06:15:51,"Calling Biden a remarkable man at a remarkable time, stretches too far the meaning of remarkable. This much we know: Clinton is far, far from remarkable in suitability for our highest office. Electing her because she would be the first woman in the White House makes about as much sense as having elected Obama because he's been the first Black. At risk of stating the obvious, you'd have thought we'd have learned something from that shibboleth of choosing a president based on ""first"" and nothing more.First, we need someone who is presidential. That, Mr. Bruni, we have yet to find.Anywhere.",1.0,-93.9196,45.7326
19666,2015-09-02 06:15:54,"I think the focus on Biden's shortcomings seems out of touch with reality when one considers all the deficiencies of the other candidates. Hillary Clinton and Bernie Sanders seem head and shoulders above any Republican buffoon. But they have their own issues and neither seems any more genuine than Joe Biden.I hope he runs. Because as a Democrat, I am not enamored with any of the other candidates from either party.",1.0,-76.7902,39.0724
22370,2015-09-02 06:34:07,"What you say is correct.  I love Joe Biden.  I would vote for him in a primary against Clinton in a heartbeat.  We are looking for an alternative who is seasoned, believes in progressive right policies, is authentic and does not have the baggage of self-interest, obfuscation and greed that Clinton carries.  ",1.0,-106.2371,34.8375
19665,2015-09-02 06:54:54,"You have committed the very same crime the media , those who control it and the Democratic Partty by dismissing Senator Sanders. Failing to cover him is a great disservice to the public and contributes to manipulating the election by putting forth only candidates who represent the greatest super pacs and have represented the 1% throughout their political careers. Read the Rolling Stone articles on Senator Sanders in order to learn about the man and the manner he has functioned dealing with the chicanery in Washington. Clinton has been csnnonized by the Democratic hierarchy and now Biden seems to be seizing that spot. Thing is voters don't live in that realm, we don't reside with the 1% and the last thing we need is to be represented by anyone who caters to them",1.0,-76.7902,39.0724
17202,2015-09-02 07:03:40,"A top-level Frank Bruni column!  The analysis is different and the reasoning is, as some would say, 'cogent.'  There is no tract of bias or disparagement but some political 'home truths' are reported: e.g. a candidate will find the energy in the Democratic Party to the Left of Hilary Clinton and an electable candidate must either represent progressive thinking or a significant change.Reportage earlier in the week drew comments to the Times that the 'Boomers' have had their day.  (If so, it has been a short one since real Boomers will now be in their early 'Sixties', a good age for a Statesman, balancing vigor with experience.)  My thought is that Vice President Biden is at the same point as Bob Dole--both great legislative leaders and great Americans who have already given their best to the country.  I'm seventy and I say it is time for leaders in their 50's to come forward and to rise to the Biden-Dole level!",1.0,-97.6475,31.105999999999998
13471,2015-09-02 07:05:22,"Is the country ready to elect a declared ""socialist""? That is the big question.  Bernie Sanders has raised issues that are resonating with a large section of the population, but is it large enough to win in the general election?We need a vigorous debate on the issues that Bernie sanders have raised.Hillary Clinton should address all the issues raised by Sanders honestly to energize her campaign and try to win the minds of that segment of the voters. She has not been able to do that yet and passion is still lacking from her campaign.Passionate supporters of Bernie Sanders should keep their minds open because their next best option might be to support Hillary Clinton rather than handing over the Presidency to a Republican. Because that would be a total disaster.",1.0,-77.264,40.5773
19164,2015-09-02 07:08:11,"I respect your opinion, Mr. Bruni.  And I agree the presidency would inevitably sully an otherwise distinguished career.  But I think the important concern is not what's good for Joe Biden, but what's good for the country.  And I suspect he'd be the first to recognize that.  As much as I think Bernie Sanders gets it, with regard to the economy and social justice, the presidency is about so much more than that.  And I just don't see Mrs. Clinton inspiring the large voter turnout that would be needed in the general election.  I think Joe Biden has the chops to handle the reigns of the presidency.  Most importantly, I trust him to do what's best for the country.",1.0,-89.0022,40.3363
12837,2015-09-02 07:18:44,"Biden has the experience, intelligence, judgment and level-headedness required to be a good president in trying times; Trump, Rubio, Jeb!, Carson, Kasich and Walker appear to lack one or more of those attributes. Further, though the GOP front-runner (Trump) is showing himself to be a very astute campaigner, his commitment beyond raising his profile is still unknown. Biden also has the integrity and trust that Clinton seemingly lacks.Here is the dilemma facing America: do people want the smooth-talking campaigner who can score repeated verbal punches with one-liners and zingers, or do they want a poor campaigner who has shown himself to be a dependable, trustworthy leader?I have no idea whether Biden will run, but so far - to me - he's looking better than all of the alternatives.",1.0,-78.2057,37.768
14638,2015-09-02 07:50:37,"Lets have a fair contest, please.  If Biden wants to come in, let him.  But let him and Clinton be prepared to  campaign on a level playing field with the others that are already in.  That includes fairness from the Hillary-biased DNC and from media like the NYT.  The Dems have a field of candidates any of whom would be preferable to any Republican, given the GOP's.  The primaries are supposed to give the best a chance to rise to the top.  Martin O'Malley and, especially, Bernie Sanders, are a reminder of  where mainstream Democrats and some liberal Republicans stood before Reaganism began the assault on the middle class.  Mr. Bruni, go beyond your ""socialism"" hangup and look at the popular socialist programs like Social Security, Medicare and public education (an American ideal) which are in the GOP's cross-hairs.",1.0,-74.9384,42.1497
24091,2015-09-02 07:52:48,"All right Frank Bruni , I get it...you don`t like Hillary Clinton so join the club with Dowd and the rest of the media.Why be different and step away from the comfort zone ?Hillary Clinton is the only Democrat poised to win the Presidency, otherwise the Country has to embrace a Republican as a President. Donald Trump or twice fired Carly Fiorina ring a bell ?W",1.0,-82.7755,40.3736
17127,2015-09-02 08:09:09,"I fully welcome a Biden campaign. He is likely to divide the establishment vote and hand the nomination to Sanders, which would be great. However, even if he wins, I believe he's a preferable alternative to Clinton. ",1.0,-97.6475,31.105999999999998
23433,2015-09-02 08:14:08,"Mr. Bruni nails it!  And no, we don't need a 73 year old never-been-a-Dem-until-now as the party's standard bearer in 2016.  Bernie Sanders is a good man but he refused to join the Dems until he wanted to run for POTUS. Mr. Bruni's explanation is right on; those of you promoting Bernie were some of the same promoting Nader in 2000.  Your memories are too convenient for our collective good.  WAKE UP and vote for a Dem who can win.  Her name is Clinton.  Quit looking the gift horse in the mouth.",1.0,-105.3272,39.0646
24090,2015-09-02 08:20:01,"I haven't read all the comments, but some of them seem to carp on Biden's and Clinton's and Sander's ages.Remember, people live longer, Women live even longer, ideas change and mold with age.  All three of these Democratic 'elderly' are healthy, sane, intelligent, and very, very qualified.  Amen.",1.0,-82.7755,40.3736
16878,2015-09-02 08:37:29,"One thing is sure, Clinton's campaign is hoping he stays out of it.  The V.P. choosing to jump in now will be framed as a response to Hillary's ""troubles.""  The newsertainment industry has worked hard to try to sell the email thing as a big problem and this will fit in with the narrative of a ""Sinking Hillary.""  More important is how it will play out in the early states, particularly Iowa.  Does it open the door more for Sanders to take the caucuses?  Because if it's the insurgent candidate giving that first victory speech again with Hillary catching a plane for New Hampshire, the narrative will REALLY turn against her.  ",1.0,-93.214,42.0046
22368,2015-09-02 08:52:56,"What Mr. Bruni condemns as Vice President Biden's tendency to let the people know where he stands is precisely what Hilary Clinton lacks: spontaneity.  Do we really want a president who is so carefully scripted that she consults a briefing book before making public statements?  Surely, the times call for an authentic leader even one given to the occasional gaffe. ",1.0,-106.2371,34.8375
13802,2015-09-02 08:55:50,"Any Democrat who takes Dick Cheney's advice on anything isn't fit to vote, let alone be POTUS.  While Hillary is ""damaged goods"", she still appears to be the most electable.  Bernie will do a lot more good as a Senator than as an unsuccessful presidential candidate.  He has gotten his message out and should now step back and let Clinton ride it to the White House.",1.0,-72.7622,41.5834
19161,2015-09-02 08:58:56,"Politics seems to gets meaner, messier, uglier and achingly personal with each new election.  The original Karl Rove Republican campaign playbook has been revised several times by authors one might suspect are Satanists.  These trained character assassins are capable of shining a laser light focus on an adversaries beauty mark and turn it overnight into a terminal cancer.  No candidate is 100% perfect 100% of the time.  The Clintons are no exceptions.  Hillary Clinton and former President Clinton have always been the recipients of some of the most vile and despicable criticism by the Republican party for their entire lives in politics.  Hillary Clinton is smart, worldly. highly experienced and thick skinned enough to not only be a fine leader of the free world but also deal the most effectively with an opposition party intent on destroying her.  Joe Biden, Bernie Sanders and Elizabeth Warren all possess some wonderful wisdom and intelligence as potential presidential material but none seem as capable and tough in dealing with the Republican party as Hillary Clinton.",1.0,-89.0022,40.3363
20080,2015-09-02 09:00:02,"I think Biden has a better chance at effectively challenging Hillary for the Democratic presidential nomination than Bernie or anyone else currently declared. Why? Because America is tired of making grand but necessary social statements in its choice of a president. Since January of 2009, that has led to the greatest political polarization of the American people since our civil war, the rise of extremist elements of a Tea Party that hijacked that movement from middle class Americans, and practically no real movement forward -- Mr. Obama's efforts have been and are constantly challenged in courts, and he keeps LOSING on the big ones. We'll be looking for our next president to be a FAR more comfortable soul, capable of playing with others far more effectively and with far less heat. Joe Biden fits that description better than anyone else, despite his irrepressible personality and, frankly, his mouth.But that doesn't mean I think Biden should run. If Democrats are really looking for a quasi-establishment septuagenarian to challenge Hillary who defends their priorities and who could put up a deadly challenge to Jeb Bush, then the far better alternative would be Moonbeam. Jerry Brown is an experienced and successful executive (as opposed to a lifetime legislator) with immense gravitas who has no baggage (unlike a certain Clinton we all know and love), and who has demonstrated an ability to energize a base.Now THAT would a fight I'd be willing to buy a ticket to see.",1.0,-74.5089,40.314
17198,2015-09-02 10:50:11,"The Vice-President is the  ""not"" candidate.  He is not trailing the same stream of lies and financial irregularities as is Hillary Clinton, he is not a leader of Sanders-McGovern wing of the party that led the Democrats to one of the worst defeats in the nation's political history, and he is not the obscure Martin O'Malley. As they say in the human resources departments, we  have to fill the position and we couldn't find anyone better than this - faint praise indeed.",0.0,-97.6475,31.105999999999998
23920,2015-09-02 11:32:39,"What a poorly written, pro-Hillary, and disgustingly ageist screed! Bruni reminds me of the unabashedly pro-Hillary boilerplate written by Krugman in '08. It's  clear that the center-right op-ed scribblers of NYT have a distinct goal: get this corporate tool Clinton elected no matter what. I used to look forward to Bruni's columns: no more!",0.0,-69.3977,44.6074
14610,2015-09-02 12:08:32,"Next year there will be Democratic presidential primaries.  I will vote in the New York primary.Vote for Hillary Clinton?  Why?  So she can make history as our first woman president?  As if that trumps (ouch) all the Clinton scandals from the Clintons’ first go-around in which she was so deeply involved; all the sleaze with the speaker fees and the foundation since that first go-around; all the lies and cover-ups back then, replicated now, about almost everything.  I could go on except there is a 1500 character limit.Vote for Bernie Sanders?  A decent man whose ire about anything and everything has him seemingly foaming at the mouth like a jungle animal?  The socialist who can make a lot of noise but probably wouldn’t have a clue about how to govern?Vote for Martin O’Malley?  Who he?  Right.  The Baltimore connection.Vote for Jim Webb?  That would be a plus except Webb is off the radar and a vote for him would be wasted.  I would be more than pleased to have Joe Biden in the primary and to vote for him.  The man, after all, carried the water for the president these last six years.  I can not know what motivates this columnist to fall in line with the Hillary Clinton campaign and take a position that would limit the choices of those, including me, who can vote in the Democratic primaries.  The old putdown is apt: “Go [Mr. Bruni} peddle your papers somewhere else.”       ",1.0,-74.9384,42.1497
13251,2015-09-02 13:31:24,Biden/Warren. One term and she moves to the top post. Avoids the Clinton baggage and attracts the Bernie fans.,1.0,-111.3877,33.7712
19940,2015-09-02 15:16:43,I think the strategy Hillary Clinton used was brilliant . She found a way to bounce all of the negative vibes and comments about her on  and reversing it to the republican candidates. She did put a lot of though into thought and you can tell. Although I'm not so sure how long this strategy will work. I have a feeling the republicans are in fact plotting something win voters favors.,1.0,-74.5089,40.314
19104,2015-09-02 15:30:57,"I think the best feature about Hillary Clinton is that she will have no hesitation to take those misbehaving GOPers out to the woodshed. Remember, she was the one who spoke of the ""vast rightwing conspiracy."" Mrs. Clinton also has the lessons learned by every Democratic politician in the Obama era that the GOP are worthless for cooperation and that one should act accordingly. Hillary will have no compunction to go toe to toe with the hapless GOP clownsI believe that this is what's needed, severe pushback against the GOP stupidity and insanity. A fighter and scrapper like Hillary will be just what is needed to handle and corral the GOP. I'm looking forward to it!",0.0,-89.0022,40.3363
14135,2015-09-02 15:48:55,"Yet again I am aware of the gulf between hoi polloi and our betters, but even so I add my voice to those asking Ms Clinton to face the facts: she is not admired and supported by enough ""ordinary"" Democrats to enable her to receive the nomination without a soul-destroying battle. Best to bow out gracefully while she still can, I believe.",1.0,-74.9384,42.1497
17685,2015-09-02 16:13:04,"Every time I read another breathless article about the so- called ""email scandal"" and I see the Republicans (and the media) trying to turn it into Watergate, I reach a little deeper and send Clinton another donation.  I admire her intelligence, deep grasp of issues and willingness to fight.  I remain convinced she is the best candidate I've seen in the campaign.",1.0,-119.7462,36.17
19102,2015-09-02 16:40:48,"A year ago, six months ago -- even three months ago -- I assumed that Hillary Clinton would be our next president. She was highly qualified. She had done an outstanding job as Secretary of State. She was smart, an excellent negotiator and was as tough as nails. The Democrats also were were unified in their support of her.The past few months, however, have been a real eye-opener. Her unwillingness and arrogance is hard to believe. She has split the Democratic party. The man who is also running for the nomination, Bernie Sanders, will be unable to win the presidency (I believe). Mrs. Clinton reminds me so much much of her husband. Bill Clinton, in so many ways, was an excellent president. He foolishly jeopardized his legacy, however,  by his inability to control his sexual needs. Why is Hillary Clinton putting her nomination -- and the chance to be the first woman president -- at risk? Only she knows why.",1.0,-89.0022,40.3363
13745,2015-09-02 16:58:40,"I really think Hillary lost out not running against George Bush.I am tired of hearing that she is inevitable -- she is not.   And I am 72 and would love to see a woman president but the press is not going to elect her in my book  --  I will vote for Bernie or even John Kasich.Really I would love to see Joe run.  He is a natural in this day and age and he has something that Obama and Clinton didn't or don't -- the ability to negotiate with congress.He is real, he is loved and he is smart.  They have a beautiful loving family and I would like to see Joe and Jill in the White House.  Amd om this day and age he calls it like he sees it.She wasn't a good secretary of state always travelled but sometimes missed the important meeting or didn't know what was going on.    C'mon Joe run.",1.0,-72.7622,41.5834
17682,2015-09-02 17:15:48,"Perhaps your reporters haven't heard, but there is someone running against Clinton, and last I heard he was doing fairly well.  She is not a lock on anything, best for you guys not to celebrate before it is over. And the people who support Bernie won't be split for Biden.  To us Biden and Clinton are two sides of the same coin.",1.0,-119.7462,36.17
17125,2015-09-02 17:45:17,"Whenever I really want to learn about politics, and I worked on a U.S. Senator's D.C. staff when I was young and foolish, I always seek out Healy's columns to see how the political events I've witnessed firsthand has been reinterpreted with a stroke of a pen.Given the fact that my dog could have beaten Rick Lazio for the New York U.S. Senate seat in 2,000 as a write-in candidate, I don't really think most will buy into suggestion that HRC was ever in any danger of losing that election.Likewise, as for Clinton's reputation as Secretary of State being sullied because of the attach on the Consulate in Benghazi, most intelligent people realize that the State Department's inability to have more Marine forces on hand and to offer greater security to our foreign service employees was the result of a Republican Congress continually disapproving Appropriation requests for more money to defend our embassies.There is no doubt that to date HRC has benefited from the Republican circus of candidates and the absurd things coming out of their mouths. To say that most of the body blows Clinton has suffered have not been the result of a working press in search of a headline is disingenuous.",1.0,-97.6475,31.105999999999998
21,2015-09-02 18:51:04,"Come on, Ms. Clinton!  Lead!  Tell Americans what your Administration would do!  Where are the honest, serious position papers, the considered plans for governing?  Americans are hungry for honest open leadership by real people, not an icon made of code words and protection of favored constituencies.  The rope-a-dope is not working.",1.0,-81.717,27.8333
17124,2015-09-02 19:33:01,"IF...big if...the FBI and DOJ does its job...Clinton just might face an indictment and a conviction for national security violations...when the FBI investigates...it investigates criminal activity of individuals...I imagine by October we will all know, but Sanders probably is the pick for the Democrats...most of us really don't want a Clinton or a Bush...like some already said it doesn't matter...the middle class will suffer...the poor already are suffering...and the rich isolated themselves from the rest of us.  Doesn't seem to matter which party is in the WH...government expands regardless...just at a faster rate with the Democrats...I believe 2016 will be a close race regardless...but I surmise the Republicans will take the WH and keep the senate and house as well.  The democrats seem to fall on their swords and Obama didn't seem to take his job too seriously.  Look at the world: its burning and a mounting crisis is just going to get worse in Europe and the the ME...",0.0,-97.6475,31.105999999999998
14119,2015-09-02 23:21:34,"As ""everyday Americans,"" how inspiring it is to watch Mrs. Clinton try to win our hearts and our minds and an all-expenses-paid four- or eight-year return stay in our White House with a message that's essentially ""Hey, I know you can't trust me, but what makes you think you can trust the Republicans, either?""",1.0,-74.9384,42.1497
22840,2015-09-03 00:51:37,"It sounds like Hilary Clinton is hitting a nerve by focusing on the issues rather than got-yas and horse race politics. She has a definite strength given that the issues are the things that actually affect most people's lives, though, as best as I can tell, not the lives of political journalists who don't seem to care about getting paid, having access to health care and other such diversions from the important stuff.",1.0,-121.5708,47.3917
23379,2015-09-03 01:49:06,"Thanks for this analysis on Mrs. Clinton's weaknesses.    Her best time to run was 2008, it did not work out, and I wish the Democratic Party machine had not anointed her for the run in 2016.   I hope one of the Democratic alternative candidates stepping forward is electable but I do not put my hopes on Sanders.     If the Republicans control the House, the Senate, and the Executive, then I hope it is Trump who is President because in his extemporaneous comments,  he is the only Republican who has said  he would curb some of the excesses on Wall Street.",1.0,-105.3272,39.0646
23378,2015-09-03 02:07:35,I'm sick of Clintons. I'm sick of Bushes. Trump is the fool of an unfunny world.  I'm hoping for an October surprise.,0.0,-105.3272,39.0646
22500,2015-09-03 02:23:18,"I do not see how Hillary Clinton can lose.  She has the most money and has been running since 2008.  And the Democrats will rally 'round her once the novelty of Bernie, Biden and O'Malley dissolves under its own weight.The GOP will still be trying to decide a nominee when Hillary takes her oath of office for her second term.",1.0,-79.8431,35.6411
23377,2015-09-03 03:04:34,"Strikes me as yet another attack on Ms. Clinton, cloaked in sincere concern.  The Karl Rove machine is up and running.",1.0,-105.3272,39.0646
14101,2015-09-03 03:06:46,"Another article bashng Hillary Clinton. While I am undoubtedly a liberal and would be hard pressed to vote Republication, I do entertain articles from the right especially when they are balanced. This is a vicious attack on Hillary which positions her as a weak candidate which she isn' att least not to a voting public. Can't the Times find a right leaning writer whose views are more balanced? These articles against Hillary that appear regularly are getting tiresome.",0.0,-74.9384,42.1497
23894,2015-09-03 03:06:53,"Stronger Republican candidates than Ms. Clinton???  In your (rather desperate) dreams Mr. Wehner.  Really NY Times, if you are so eager to be fair-handed, give the op-ed to Bernie not to ridiculous garbage like this.",0.0,-69.3977,44.6074
14098,2015-09-03 03:19:24,"Mr.Wehner does protest too much, and NYT seems to be accommodating to the anti-Clinton stance since the White Water reporting. I suspect Hillary Clinton is the nightmare candidate for both the conservatives and NYT. I thought being president is more about policies good for American people, not false fronts campaigning for American Idol.",1.0,-74.9384,42.1497
19925,2015-09-03 03:44:07,"When I read the title to this article ""Clinton, Trump and the Politics of Self-Destruction"" I thought this would be an article about both but for a couple of perfunctory statements on Trump, it was all about putting down Hilary. Not very transparent.",0.0,-74.5089,40.314
19924,2015-09-03 03:45:15,"This column hits the nail on the head. You could see this coming a mile away: the Democrats sleep-walking toward Hillary. Why? Oh. It's time for a woman.  Let's forget about all the other intelligent, competent women out there (read: Elizabeth Warren), and lets go with someone with a weak track record, a damaged reputation, someone who represents the moral and intellectual fatigue of American politics? Hey, let's make it complete, and have Hillary run against Jeb Bush. How wonderful. Why not show how morally and intellectually bankrupt we are by have ANOTHER Bush/Clinton contest.",1.0,-74.5089,40.314
24718,2015-09-03 03:57:15,"""Gen. David H. Petraeus, the former C.I.A. director and one of the greatest military commanders of his generation"". Yeah right. What a joke. This column is rehashed Hilary bashing. Everyone knows she is boring. A cottage industry has existed for over 20 years to expound upon the Clinton follies. And her greatest defeat, the health care bill, is her greatest strength. All she has to say is what alternative did the party of NoCare come up with. Will be reading this guy. He needs to be set straight.",1.0,-117.1219,38.4199
14093,2015-09-03 04:10:20,"I haven't seen such a laundry list of unsubstantiated claims and accusations since 2002-03 when the Bush Administration was trumpeting Saddam Hussein's non-existent weapons of mass destruction. For example, ""While she was secretary of state, America's relationship with our allies worsened..."" Maybe Mr. Wehner has Hillary Clinton confused with the Bush Administration.The email server is a problem, but it is a false equivalency to compare that situation to what David Petraeus did.",0.0,-74.9384,42.1497
